name,index year,overall score,property rights,government integrity,judicial effectiveness,tax burden,government spending,fiscal health,business freedom,labor freedom,monetary freedom,trade freedom,investment freedom,financial freedom,HDI Rank (2017),Country,year,hdi_value,iso3c,date,iso2c,NY.GDP.PCAP.PP.CD,NY.GNP.PCAP.KD.ZG,NY.GNP.PCAP.PP.CD,SI.POV.GINI,SP.POP.TOTL,country,hdi,efree,population,gni_per_cap,gni_per_cap_percent,gdp,gini,gdp_z,gini_z,hdi_z,efree_z,gni_z,gdp_01,hdi_01,efree_01,gini_01,gdp_log01,gni_01,first_gini_year,last_gini_year,years_of_gini,first_gini_value,last_gini_value,gini_change,gini_change_by_year,avg_gini,gini_category,first_efree_year,last_efree_year,years_of_efree,first_efree_value,last_efree_value,efree_change,efree_change_by_year,avg_efree
Burundi,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,Burundi,2003,0.316,BDI,2003,BI,613.630038895316,-4.8018392433392,600,NA,6953113,Burundi,0.316,NA,6953113,600,-4.8018392433392,613.630038895316,NA,-0.8678789334350494,NA,-1.9644389644270872,NA,-0.8567563170191057,0.0018026886520003782,0.0912981455064194,NA,NA,0.05997802831365404,0.0018859551808298202,2006,2013,7,33.4,38.6,5.200000000000003,0.7428571428571432,36,less equal,2000,2017,17,42.6,53.2,10.600000000000001,0.623529411764706,49.2
Cambodia,2003,63.7,30,30,NA,91.3,92.5,NA,55,NA,86.5,68,50,70,146,Cambodia,2003,0.466,KHM,2003,KH,1366.0041852526099,7.30032985576065,1310,NA,12853124,Cambodia,0.466,63.7,12853124,1310,7.30032985576065,1366.0041852526099,NA,-0.8201978327426683,NA,-1.109612387376741,0.40841165396195045,-0.8119370844564102,0.009852891320590617,0.3052781740370899,0.6517615176151761,NA,0.2095124077130487,0.00976259152429554,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,59.3,59.5,0.20000000000000284,0.011764705882353108,58.46666666666667
Cameroon,2003,52.7,30,20,NA,50.2,90.9,NA,55,NA,80.4,48.2,50,50,151,Cameroon,2003,0.458,CMR,2003,CM,2300.10437609214,4.33858530686595,2220,NA,16513822,Cameroon,0.458,52.7,16513822,2220,4.33858530686595,2300.10437609214,NA,-0.7609999915198773,NA,-1.1552031381527594,-0.6615858678527966,-0.7544927159605611,0.01984751418932489,0.29386590584878747,0.5027100271002709,NA,0.30687798205098055,0.01985799866873752,2001,2014,13,42.1,46.6,4.5,0.34615384615384615,43.833333333333336,less equal,2000,2017,17,49.9,51.8,1.8999999999999986,0.11176470588235286,52.78888888888889
Canada,2003,74.8,90,89,NA,72.7,47.8,NA,85,NA,85,83.4,50,70,12,Canada,2003,0.882,CAN,2003,CA,32189.0615956597,0.818864151556625,31390,NA,31676000,Canada,0.882,74.8,31676000,31390,0.818864151556625,32189.0615956597,NA,1.1331884062027777,NA,1.261106652976219,1.488136425975013,1.0868833598898977,0.33965138349463503,0.898716119828816,0.8021680216802166,NA,0.7999373741359521,0.3434657199911249,2000,2013,13,33.3,34,0.7000000000000028,0.053846153846154064,33.68,less equal,2000,2017,17,70.5,78.5,8,0.47058823529411764,77.47777777777777
Chad,2003,52.6,30,10,NA,46,87.6,NA,55,NA,76.6,48.2,50,70,186,Chad,2003,0.309,TCD,2003,TD,1033.58346793282,-9.07086033076538,860,39.8,9353201,Chad,0.309,52.6,9353201,860,-9.07086033076538,1033.58346793282,39.8,-0.8412647258190705,0.11499277411610759,-2.004330871356103,-0.6713131180511126,-0.840343640306006,0.006296078319215067,0.08131241084165478,0.5013550135501355,0.48559670781893005,0.15740531400542154,0.0047703572220989575,2003,2011,8,39.8,43.3,3.5,0.4375,41.55,less equal,2000,2017,17,46.8,49,2.200000000000003,0.12941176470588253,48.00555555555555
Chile,2003,76,90,75,NA,75,81.8,NA,70,NA,83,69,70,70,44,Chile,2003,0.774,CHL,2003,CL,10858.8014337216,0.799753356959513,10190,51.5,15799542,Chile,0.774,76,15799542,10190,0.799753356959513,10858.8014337216,51.5,-0.21859951407627834,1.3451300312572094,0.6456315174999698,1.6048634283548038,-0.2513810490243884,0.11142328965498616,0.7446504992867333,0.8184281842818427,0.7263374485596709,0.5968870065860676,0.10827601508764145,2000,2015,15,52.8,47.7,-5.099999999999994,-0.33999999999999964,49.15714285714286,more equal,2000,2017,17,74.7,76.5,1.7999999999999972,0.1058823529411763,77.45555555555555
China,2003,52.6,30,35,NA,66.9,90.2,NA,55,NA,85.8,50.6,30,30,86,China,2003,0.623,CHN,2003,CN,3961.27389293916,9.74144274629474,3940,NA,1288400000,China,0.623,52.6,1288400000,3940,9.74144274629474,3961.27389293916,NA,-0.6557247220500481,NA,-0.21489390339737874,-0.6713131180511126,-0.6459165469354399,0.03762158489902213,0.5292439372325249,0.5013550135501355,NA,0.40845656749089554,0.038939427557133345,2008,2012,4,42.8,42.2,-0.5999999999999943,-0.14999999999999858,42.5,more equal,2000,2017,17,56.4,57.4,1,0.058823529411764705,52.955555555555556
Colombia,2003,64.2,30,38,NA,72.5,87.6,NA,70,NA,76.5,63,70,70,90,Colombia,2003,0.657,COL,2003,CO,7241.33125833067,1.73854356122978,6990,53.4,42152151,Colombia,0.657,64.2,42152151,6990,1.73854356122978,7241.33125833067,53.4,-0.4478537495116749,1.5448959106220035,-0.02113321259930011,0.45704790495352987,-0.45338322395484676,0.07271732374630611,0.5777460770328103,0.6585365853658536,0.7654320987654323,0.5211772205537436,0.0727756822720213,2000,2016,16,58.7,50.8,-7.900000000000006,-0.49375000000000036,54.16,more equal,2000,2017,17,63.3,69.7,6.400000000000006,0.37647058823529445,65.38333333333334
Cuba,2003,35.1,10,10,NA,50.9,18.3,NA,55,NA,68.3,63.8,30,10,73,Cuba,2003,0.704,CUB,2003,CU,NA,3.77639998913364,NA,NA,11244885,Cuba,0.704,35.1,11244885,NA,3.77639998913364,NA,NA,NA,NA,0.24671244820980795,-2.373581902756392,NA,NA,0.644793152639087,0.2642276422764227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,31.3,33.9,2.599999999999998,0.1529411764705881,30.377777777777776
Czech Republic,2003,67.5,70,39,NA,67.2,45.6,NA,70,NA,81.9,73.6,70,90,NA,NA,2003,NA,CZE,2003,CZ,19424.7547140675,3.79917008795374,18720,NA,10193998,Czech Republic,NA,67.5,10193998,18720,3.79917008795374,19424.7547140675,NA,0.32426082059083655,NA,NA,0.7780471614979537,0.28708099852461455,0.20307670476810025,NA,0.7032520325203251,NA,0.7055589736535022,0.2029065897492789,2004,2015,11,27.5,25.9,-1.6000000000000014,-0.1454545454545456,26.416666666666668,more equal,2000,2017,17,68.6,73.3,4.700000000000003,0.2764705882352943,69.32777777777778
Denmark,2003,73.2,90,95,NA,32.6,9.9,NA,100,NA,89.9,81.4,70,90,11,Denmark,2003,0.894,DNK,2003,DK,30784.1352235764,0.663686909806842,30590,25.6,5390574,Denmark,0.894,73.2,5390574,30590,0.663686909806842,30784.1352235764,25.6,1.0441523379952007,-1.3779943242944594,1.3294927791402467,1.3325004228019592,1.0363828161572832,0.3246190460804958,0.9158345221112697,0.7804878048780487,0.19341563786008237,0.7915983796743798,0.3345906367872199,2003,2015,12,25.6,28.2,2.599999999999998,0.21666666666666648,26.7,less equal,2000,2017,17,68.3,75.1,6.799999999999997,0.39999999999999986,75.07777777777778
Dominican Republic,2003,57.8,30,31,NA,85.3,93.5,NA,55,NA,71.7,53.4,50,50,94,Dominican Republic,2003,0.666,DOM,2003,DO,6943.33020500863,-3.84639451619762,6380,52,8967760,Dominican Republic,0.666,57.8,8967760,6380,-3.84639451619762,6943.33020500863,52,-0.4667393243266501,1.3976999995111026,0.0301563820237207,-0.16549610773868711,-0.4918898885509653,0.06952879196818658,0.5905848787446506,0.5718157181571815,0.7366255144032922,0.5133247462855813,0.06600843132904372,2000,2016,16,52,45.3,-6.700000000000003,-0.4187500000000002,48.470588235294116,more equal,2000,2017,17,59,62.9,3.8999999999999986,0.22941176470588226,58.922222222222224
Ecuador,2003,54.1,30,23,NA,86.3,85.7,NA,55,NA,43.8,62.8,50,50,86,Ecuador,2003,0.682,ECU,2003,EC,6555.37274179298,0.776487154032907,6250,53.4,13289601,Ecuador,0.682,54.1,13289601,6250,0.776487154032907,6555.37274179298,53.4,-0.49132581358536204,1.5448959106220035,0.1213378835757577,-0.5254043650763743,-0.5000962269075152,0.06537775060027257,0.6134094151212555,0.5216802168021679,0.7654320987654323,0.5025810064802031,0.06456623030840915,2000,2016,16,56.4,45,-11.399999999999999,-0.7124999999999999,49.6,more equal,2000,2017,17,59.8,49.3,-10.5,-0.6176470588235294,51.87222222222222
El Salvador,2003,71.5,50,36,NA,83.7,93.1,NA,85,NA,83.8,72,70,70,121,El Salvador,2003,0.635,SLV,2003,SV,4856.11587636099,0.952978227660779,5360,50.4,5971535,El Salvador,0.635,71.5,5971535,5360,0.952978227660779,4856.11587636099,50.4,-0.5990148378496356,1.2294761010986441,-0.14650777723335098,1.167137169430589,-0.5562780818100489,0.04719615542059886,0.5463623395149787,0.7574525745257451,0.7037037037037038,0.44651472808749143,0.054692700244064786,2000,2016,16,51.5,40,-11.5,-0.71875,45.78235294117647,more equal,2000,2017,17,76.3,64.1,-12.200000000000003,-0.7176470588235295,69.36111111111111
Ethiopia,2003,48.8,30,32,NA,69.9,67.1,NA,55,NA,76.5,48.8,30,30,173,Ethiopia,2003,0.31,ETH,2003,ET,512.077545771551,NA,510,NA,72545144,Ethiopia,0.31,48.8,72545144,510,NA,512.077545771551,NA,-0.8743147402389386,NA,-1.998632027509101,-1.0409486255871165,-0.8624376281890248,7.161040649235439e-4,0.08273894436519258,0.44986449864498634,NA,0.026172237915274427,8.875083203905037e-4,2004,2015,11,29.8,39.1,9.3,0.8454545454545456,34.03333333333333,less equal,2000,2017,17,50.2,52.7,2.5,0.14705882352941177,51.227777777777774
Finland,2003,73.7,90,99,NA,54.9,28,NA,85,NA,84.7,81.4,70,70,15,Finland,2003,0.87,FIN,2003,FI,28982.9238590739,0.804672990724683,28810,27.7,5213014,Finland,0.87,73.7,5213014,28810,0.804672990724683,28982.9238590739,27.7,0.9300020301265414,-1.1572004576281083,1.1927205268121912,1.3811366737935387,0.9240191063522158,0.3053465649573511,0.8815977175463624,0.7872628726287262,0.23662551440329221,0.7803321625113335,0.3148435766585312,2003,2015,12,27.7,27.1,-0.5999999999999979,-0.04999999999999982,27.56153846153846,more equal,2000,2017,17,64.3,74,9.700000000000003,0.5705882352941178,72.73333333333333
France,2003,59.2,70,67,NA,41.3,15.7,NA,70,NA,87,81.4,50,50,24,France,2003,0.857,FRA,2003,FR,28139.55706347,0.342041340965181,28610,31.4,62244886,France,0.857,59.2,62244886,28610,0.342041340965181,28139.55706347,31.4,0.8765543441627234,-0.7681826925492984,1.1186355568011612,-0.029314604962264224,0.9113939704190622,0.2963227652143084,0.8630527817403709,0.5907859078590785,0.31275720164609055,0.7748141232313102,0.3126248058575549,2003,2015,12,31.4,32.7,1.3000000000000043,0.10833333333333368,32.09230769230769,less equal,2000,2017,17,57.4,63.3,5.899999999999999,0.3470588235294117,61.827777777777776
Germany,2003,69.7,90,74,NA,55.7,30,NA,70,NA,86.6,81.4,90,50,5,Germany,2003,0.889,DEU,2003,DE,29987.9124977414,-0.4676900518716,29720,NA,82534176,Germany,0.889,69.7,82534176,29720,-0.4676900518716,29987.9124977414,NA,0.9936923691779419,NA,1.3009985599052352,0.9920466658609034,0.981463474848065,0.31609967530819766,0.9087018544935807,0.7330623306233062,NA,0.7867017265237776,0.32493898380297315,2000,2015,15,28.8,31.7,2.8999999999999986,0.19333333333333325,30.622222222222224,less equal,2000,2017,17,65.7,73.8,8.099999999999994,0.47647058823529376,70.98333333333333
Ghana,2003,58.2,50,34,NA,74.5,77,NA,70,NA,55.8,62.6,50,50,140,Ghana,2003,0.49,GHA,2003,GH,2008.47880778005,NA,1970,NA,20446782,Ghana,0.49,58.2,20446782,1970,NA,2008.47880778005,NA,-0.7794815251484376,NA,-0.9728401350486857,-0.12658710694542305,-0.7702741358770032,0.01672719840013739,0.33951497860199714,0.5772357723577235,NA,0.2815442350431904,0.017084535167517196,2005,2012,7,42.8,42.4,-0.3999999999999986,-0.05714285714285694,42.599999999999994,more equal,2000,2017,17,58.1,56.2,-1.8999999999999986,-0.11176470588235286,59.077777777777776
Greece,2003,58.8,50,42,NA,57.2,50.3,NA,70,NA,78.5,81.4,50,50,31,Greece,2003,0.825,GRC,2003,GR,23868.5244135592,4.80659070817791,23800,32.8,10928070,Greece,0.825,58.8,10928070,23800,4.80659070817791,23868.5244135592,32.8,0.6058811175150144,-0.6209867814383976,0.9362725536970872,-0.0682236057555283,0.6077594512267172,0.2506238551674711,0.8174037089871612,0.5853658536585364,0.34156378600823045,0.7440542158497514,0.2592633680940759,2003,2015,12,32.8,36,3.200000000000003,0.2666666666666669,34.63846153846154,less equal,2000,2017,17,61,55,-6,-0.35294117647058826,58.46111111111111
Guatemala,2003,62.3,30,29,NA,79.8,95.5,NA,55,NA,78.3,73.4,50,70,127,Guatemala,2003,0.564,GTM,2003,GT,5176.76360612651,0.0914626226081339,5110,NA,12500478,Guatemala,0.564,62.3,12500478,5110,0.0914626226081339,5176.76360612651,NA,-0.5786940483013026,NA,-0.5511256903705152,0.27223015118552757,-0.572059501726491,0.05062700059561364,0.44507845934379453,0.632791327913279,NA,0.45846270286430957,0.05191923674284447,2000,2014,14,54.2,48.3,-5.900000000000006,-0.4214285714285718,52.36666666666667,more equal,2000,2017,17,64.3,63,-1.2999999999999972,-0.07647058823529396,61.227777777777774
Guinea,2003,54.6,30,25,NA,71.2,91.6,NA,55,NA,79.9,19,50,70,175,Guinea,2003,0.336,GIN,2003,GN,1245.52781485182,NA,1160,NA,9309848,Guinea,0.336,54.6,9309848,1160,NA,1245.52781485182,NA,-0.827832924905185,NA,-1.8504620874870408,-0.47676811408479497,-0.8214059364062755,0.008563826294634862,0.1198288159771755,0.5284552845528454,NA,0.19225964344646124,0.008098513423563346,2002,2012,10,43,33.7,-9.299999999999997,-0.9299999999999997,38.7,more equal,2000,2017,17,58.2,47.6,-10.600000000000001,-0.623529411764706,53.37222222222222
Haiti,2003,50.6,10,10,NA,78.4,96.7,NA,40,NA,66.7,73.2,30,50,168,Haiti,2003,0.449,HTI,2003,HT,1377.79477426808,-1.3959080588385,1370,NA,8976552,Haiti,0.449,50.6,8976552,1370,-1.3959080588385,1377.79477426808,NA,-0.8194506137362857,NA,-1.2064927327757802,-0.8658581220174303,-0.8081495436764642,0.009979047477890994,0.28102710413694726,0.4742547425474254,NA,0.21111834905832583,0.010428222764588418,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,45.7,49.6,3.8999999999999986,0.22941176470588226,49.65555555555556
Honduras,2003,60.4,50,27,NA,84.8,83.6,NA,55,NA,74.8,68.4,50,50,133,Honduras,2003,0.568,HND,2003,HN,2888.18378572379,1.3945526703675,2760,58.1,7033821,Honduras,0.568,60.4,7033821,2760,1.3945526703675,2888.18378572379,58.1,-0.7237309363808577,2.0390536122086003,-0.5283303149825059,0.08741239741752595,-0.7204048489410463,0.026139807000927547,0.45078459343794575,0.6070460704607045,0.8621399176954735,0.34942077531478505,0.025848679831373417,2001,2016,15,55.2,50,-5.200000000000003,-0.34666666666666685,54.66875,more equal,2000,2017,17,57.6,58.8,1.1999999999999957,0.0705882352941174,57.97222222222222
Hungary,2003,63,70,53,NA,65.6,22.3,NA,70,NA,70.6,76,70,70,45,Hungary,2003,0.792,HUN,2003,HU,15467.2397225026,4.76778023678807,14730,NA,10129552,Hungary,0.792,63,10129552,14730,4.76778023678807,15467.2397225026,NA,0.07345652100396173,NA,0.7482107067460114,0.34032090257373904,0.035209536658199314,0.1607323500340498,0.7703281027104137,0.6422764227642275,NA,0.6629880218678886,0.15864211226980254,2004,2015,11,29.9,30.4,0.5,0.045454545454545456,29.791666666666668,less equal,2000,2017,17,64.4,65.8,1.3999999999999915,0.08235294117647009,65.58888888888889
India,2003,51.2,50,27,NA,76.6,71.9,NA,55,NA,77.6,23,50,30,130,India,2003,0.517,IND,2003,IN,2336.47308130585,6.01373648742964,2320,NA,1108027848,India,0.517,51.2,1108027848,2320,6.01373648742964,2336.47308130585,NA,-0.7586951543537648,NA,-0.8189713511796233,-0.8074946208275348,-0.7481801479939844,0.020236649633680718,0.3780313837375179,0.48238482384823844,NA,0.3098094356150627,0.020967384069225648,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,47.4,52.6,5.200000000000003,0.30588235294117666,53.13333333333333
Indonesia,2003,55.8,30,19,NA,77.5,91.1,NA,55,NA,74.6,74.6,50,30,116,Indonesia,2003,0.624,IDN,2003,ID,5305.68332867568,NA,5100,NA,220545214,Indonesia,0.624,55.8,220545214,5100,NA,5305.68332867568,NA,-0.5705238655513205,NA,-0.20919505955037643,-0.36004111170500475,-0.5726907585231487,0.05200640723727459,0.5306704707560628,0.5447154471544714,NA,0.46305915116132895,0.05180829820279565,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,55.2,61.9,6.699999999999996,0.3941176470588233,55.42777777777778
Iraq,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Iraq,2003,0.603,IRQ,2003,IQ,5989.83684798327,NA,6000,NA,25627626,Iraq,0.603,NA,25627626,6000,NA,5989.83684798327,NA,-0.5271661917116607,NA,-0.328870780337425,NA,-0.5158776468239573,0.059326667394433,0.5007132667617689,NA,NA,0.4857224457905472,0.061792766807188815,2006,2012,6,28.6,29.5,0.8999999999999986,0.14999999999999977,29.05,less equal,2000,2002,2,17.2,15.6,-1.5999999999999996,-0.7999999999999998,16.666666666666664
Israel,2003,62.7,70,76,NA,52.7,10.9,NA,70,NA,87.3,77,70,50,22,Israel,2003,0.865,ISR,2003,IL,23799.0902788285,-0.991416833569417,22940,NA,6689700,Israel,0.865,62.7,6689700,22940,-0.991416833569417,23799.0902788285,NA,0.6014807855982254,NA,1.1642263075771797,0.31113915197879166,0.5534713667141564,0.24988092844755838,0.8744650499286734,0.6382113821138211,NA,0.7435098464475818,0.24972265364987797,2001,2012,11,38.9,41.4,2.5,0.22727272727272727,41.12,less equal,2000,2017,17,65.5,69.7,4.200000000000003,0.24705882352941194,66.58333333333333
Italy,2003,64.3,70,55,NA,48,29.4,NA,70,NA,84.7,81.4,70,70,28,Italy,2003,0.847,ITA,2003,IT,29079.3072222922,-0.332169443999391,28940,34.9,57313203,Italy,0.847,64.3,57313203,28940,-0.332169443999391,29079.3072222922,34.9,0.9361102475193538,-0.4001929147720459,1.061647118331138,0.4667751551518452,0.9322254447087658,0.306377841233316,0.8487874465049929,0.659891598915989,0.38477366255144035,0.7809525350245032,0.31628577767916577,2003,2015,12,34.9,35.4,0.5,0.041666666666666664,34.4,less equal,2000,2017,17,61.9,62.5,0.6000000000000014,0.035294117647058906,62.18888888888889
Japan,2003,67.6,70,71,NA,70.3,56.7,NA,70,NA,89.8,81,50,50,19,Japan,2003,0.865,JPN,2003,JP,28921.5969240829,1.47348701154525,29380,NA,127718000,Japan,0.865,67.6,127718000,29380,1.47348701154525,28921.5969240829,NA,0.9261154854112311,NA,1.1642263075771797,0.787774411696269,0.9600007437617037,0.3046903831120401,0.8744650499286734,0.7046070460704605,NA,0.779936356175101,0.3211670734413135,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,70.7,69.6,-1.1000000000000085,-0.06470588235294168,70.93333333333334
Jordan,2003,65.3,50,49,NA,78.9,64.9,NA,70,NA,87.4,47.2,70,70,95,Jordan,2003,0.719,JOR,2003,JO,6662.1121620235,2.53918448355847,6750,NA,5396774,Jordan,0.719,65.3,5396774,6750,2.53918448355847,6662.1121620235,NA,-0.4845612894872136,NA,0.33219510591484264,0.564047657135004,-0.4685333870746311,0.06651983392376763,0.666191155492154,0.673441734417344,NA,0.5055990760698718,0.07011315731084979,2002,2010,8,37,33.7,-3.299999999999997,-0.41249999999999964,34.3,more equal,2000,2017,17,67.5,66.7,-0.7999999999999972,-0.0470588235294116,67.03333333333333
Kazakhstan,2003,52.3,30,27,NA,77.9,85.2,NA,55,NA,70.4,65,30,30,58,Kazakhstan,2003,0.725,KAZ,2003,KZ,11360.9933343624,7.69295218015999,10720,33.8,14909018,Kazakhstan,0.725,52.3,14909018,10720,7.69295218015999,11360.9933343624,33.8,-0.18677351008971785,-0.5158468449306111,0.3663881689968565,-0.7004948686460607,-0.21792443880153126,0.11679660903106573,0.6747503566333809,0.49728997289972887,0.36213991769547327,0.6053348803616831,0.11415575771022854,2001,2015,14,36,26.9,-9.100000000000001,-0.6500000000000001,30.586666666666666,more equal,2000,2017,17,50.4,69,18.6,1.0941176470588236,58.93333333333334
Kenya,2003,58.6,50,20,NA,78.1,85.2,NA,55,NA,78.6,60.2,50,50,142,Kenya,2003,0.468,KEN,2003,KE,1771.66443437753,-0.0100369518704184,1750,NA,34130852,Kenya,0.468,58.6,34130852,1750,-0.0100369518704184,1771.66443437753,NA,-0.7944894437993882,NA,-1.0982146996827362,-0.08767810615215965,-0.7841617854034723,0.014193347775477351,0.3081312410841655,0.5826558265582655,NA,0.2581012607644358,0.01464388728644331,2005,2015,10,46.5,40.8,-5.700000000000003,-0.5700000000000003,43.65,more equal,2000,2017,17,59.7,53.5,-6.200000000000003,-0.3647058823529413,57.72222222222222
Kyrgyz Republic,2003,56.8,30,22,NA,76.5,90.3,NA,55,NA,67.6,69.4,50,50,NA,NA,2003,NA,KGZ,2003,KG,1906.55626097525,6.19493484600852,1840,28.7,5043300,Kyrgyz Republic,NA,56.8,5043300,1840,6.19493484600852,1906.55626097525,28.7,-0.7859407838039253,-1.0520605211203218,NA,-0.26276860972184596,-0.778480474233553,0.015636654337386105,NA,0.5582655826558264,0.25720164609053503,0.2718128076803247,0.01564233414688263,2003,2016,13,28.7,26.8,-1.8999999999999986,-0.14615384615384605,30.392857142857142,more equal,2003,2017,14,56.8,61.1,4.300000000000004,0.30714285714285744,60.053333333333335
Libya,2003,34.6,10,10,NA,53,72.1,NA,40,NA,64.1,42.4,10,10,108,Libya,2003,0.743,LBY,2003,LY,19299.5164570104,NA,19700,NA,5615952,Libya,0.743,34.6,5615952,19700,NA,19299.5164570104,NA,0.3163239477275282,NA,0.46896735824289815,-2.4222181537479712,0.3489441645970674,0.20173668882516552,0.7004279600570614,0.2574525745257452,NA,0.704350327795444,0.21377856667406256,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2012,12,34.7,35.9,1.1999999999999957,0.09999999999999964,36.16153846153846
Madagascar,2003,62.8,50,30,NA,74.2,90.2,NA,70,NA,76.6,74.6,50,50,161,Madagascar,2003,0.466,MDG,2003,MG,1124.37350721657,6.72176280135555,1110,NA,17279141,Madagascar,0.466,62.8,17279141,1110,6.72176280135555,1124.37350721657,NA,-0.8355109807895359,NA,-1.109612387376741,0.320866402177107,-0.8245622203895638,0.007267507521111608,0.3052781740370899,0.6395663956639565,NA,0.17313773846041117,0.007543820723319281,2001,2012,11,47.4,42.6,-4.799999999999997,-0.4363636363636361,43.075,more equal,2000,2017,17,54.4,57.4,3,0.17647058823529413,60.516666666666666
Malawi,2003,53.2,50,32,NA,72.6,70,NA,55,NA,57.5,62,50,30,171,Malawi,2003,0.374,MWI,2003,MW,684.854368769049,2.92609618846902,680,NA,12336687,Malawi,0.374,53.2,12336687,680,2.92609618846902,684.854368769049,NA,-0.8633651493544837,NA,-1.6339060213009533,-0.6129496168612172,-0.8517062626458443,0.0025647699824050906,0.17403708987161198,0.5094850948509485,NA,0.08049775405112397,0.002773463501220324,2004,2010,6,39.9,45.5,5.600000000000001,0.9333333333333336,42.7,less equal,2000,2017,17,57.4,52.2,-5.199999999999996,-0.3058823529411762,54.522222222222226
Malaysia,2003,61.1,50,50,NA,81.8,82.9,NA,70,NA,82.1,73,30,30,57,Malaysia,2003,0.731,MYS,2003,MY,14411.4576541036,4.73685485709561,13640,NA,24688703,Malaysia,0.731,61.1,24688703,13640,4.73685485709561,14411.4576541036,NA,0.006547189581192692,NA,0.40058123207887036,0.1555031488057374,-0.03359745417748805,0.14943576353433352,0.6833095577746077,0.616531165311653,NA,0.6497769740134696,0.14654981140448192,2004,2015,11,46.1,41,-5.100000000000001,-0.4636363636363638,43.983333333333334,more equal,2000,2017,17,66,73.8,7.799999999999997,0.4588235294117645,65.13333333333333
Mali,2003,58.6,50,10,NA,70.1,83,NA,70,NA,83.7,61,50,50,182,Mali,2003,0.343,MLI,2003,ML,1456.52497848036,8.82061171385877,1410,NA,12005128,Mali,0.343,58.6,12005128,1410,8.82061171385877,1456.52497848036,NA,-0.8144611509633387,NA,-1.8105701805580248,-0.08767810615215965,-0.8056245164898335,0.010821439661509927,0.12981455064194014,0.5826558265582655,NA,0.2215019517472099,0.01087197692478367,2001,2009,8,39.9,33,-6.899999999999999,-0.8624999999999998,37.266666666666666,more equal,2000,2017,17,60.3,58.6,-1.6999999999999957,-0.09999999999999976,56.95
Mexico,2003,65.3,50,37,NA,68.3,84.7,NA,70,NA,77,81,50,70,74,Mexico,2003,0.717,MEX,2003,MX,10954.5285037075,2.06112234881689,10530,NA,105640453,Mexico,0.717,65.3,105640453,10530,2.06112234881689,10954.5285037075,NA,-0.21253288873424175,NA,0.320797418220838,0.564047657135004,-0.22991831793802722,0.11244754376843208,0.6633380884450785,0.673441734417344,NA,0.598527065230337,0.11204792544930109,2000,2016,16,51.4,43.4,-8,-0.5,46.98,more equal,2000,2017,17,59.3,63.6,4.300000000000004,0.2529411764705885,65.13888888888889
Morocco,2003,57.8,30,47,NA,62.5,67.9,NA,70,NA,88.9,33.4,70,50,123,Morocco,2003,0.563,MAR,2003,MA,4257.96349330196,4.91359325291434,4200,NA,29843937,Morocco,0.563,57.8,29843937,4200,4.91359325291434,4257.96349330196,NA,-0.6369222595016301,NA,-0.5568245342175175,-0.16549610773868711,-0.6295038702223401,0.040796084480310704,0.4436519258202567,0.5718157181571815,NA,0.42195251328861105,0.04182382959840249,2000,2013,13,40.6,39.5,-1.1000000000000014,-0.08461538461538473,40.266666666666666,more equal,2000,2017,17,63.2,61.5,-1.7000000000000028,-0.10000000000000017,58.544444444444444
Mozambique,2003,58.6,30,22,NA,82.4,77.6,NA,55,NA,70.6,50.2,70,70,180,Mozambique,2003,0.333,MOZ,2003,MZ,564.308239287798,13.0208619017218,550,NA,19716598,Mozambique,0.333,58.6,19716598,550,13.0208619017218,564.308239287798,NA,-0.8710046624420889,NA,-1.8675586190280478,-0.08767810615215965,-0.8599126010023941,0.0012749585528967862,0.11554921540656209,0.5826558265582655,NA,0.044320825878454664,0.0013312624805857556,2002,2014,12,47,54,7,0.5833333333333334,48.86666666666667,less equal,2000,2017,17,52.2,49.9,-2.3000000000000043,-0.13529411764705906,55.27777777777778
Nepal,2003,51.5,30,10,NA,88.8,90.9,NA,55,NA,79.4,49.6,30,30,149,Nepal,2003,0.462,NPL,2003,NP,1341.49888823809,2.34043328087455,1340,43.8,24950623,Nepal,0.462,51.5,24950623,1340,2.34043328087455,1341.49888823809,43.8,-0.8217508360457499,0.5355525201472534,-1.1324077627647502,-0.7783128702325874,-0.8100433140664371,0.0095906911793763,0.2995720399429387,0.4864498644986449,0.5679012345679012,0.20612983872057838,0.01009540714444198,2003,2010,7,43.8,32.8,-11,-1.5714285714285714,38.3,more equal,2000,2017,17,51.3,55.1,3.8000000000000043,0.22352941176470614,51.97222222222222
